ADDR,NCID,CID[0]
"3801 LYON AV",1,13-007907
"3801 MAGEE AV",1,11-908073
"3801 MAPLE AV",2,07-077933
"3801 MARTIN LUTHER KING JR WY",1,13-006542
"3801 MAYBELLE AV",4,13-042597
"3801 MONTEREY BLVD",2,09-055241
"3801 REDDING ST",1,11-001379
"3801 SANTA RITA ST",2,11-001880
"3801 SHAFTER AV",1,13-037976
"3801 SUTER ST",1,09-084165
"3801 TELEGRAPH AV",8,07-099113
"3801 TELEGRAPH AVE",1,12-064150
"3801 WEBSTER ST",1,08-043639
"3802 38TH AV",1,08-001558
"3802 39TH AV",15,13-006656
"3802 CERRITO AV",1,11-025779
"3802 RANDOLPH AV",2,11-909067
"3802 WISCONSIN ST",2,07-007821
"3803 BROADWAY",5,10-905766
"3803 MACARTHUR BLVD",3,13-008853
"3803 MIDVALE AV",1,11-903754
"3803 RANDOLPH AV",1,11-022898
"3804 CARRINGTON ST",2,09-008967
"3804 E 12TH ST",6,08-017855
"3804 EVERETT AV",2,09-900851
"3804 HARBOR VIEW AV",1,12-052458
"3804 LA CRESTA AV",3,12-040482
"3804 PIEDMONT AV",2,11-020562
"3804 WHITTLE AV",5,13-004210
"3805 BROOKDALE AV",18,07-065620
"3805 CLARKE ST",4,09-901908
"3805 DELMONT AV",1,10-066041
"3805 GREENWOOD AV",1,11-009827
"3805 MACARTHUR BLVD",3,10-006643
"3805 MARTIN LUTHER KING JR WY",1,13-055149
"3805 MAYBELLE AV",3,10-906497
"3806 39TH AV",31,10-904103
"3806 BROOKDALE AV",1,13-047965
"3806 COLUMBIAN DR",1,09-038440
"3806 DALE PL",1,09-008578
"3806 HARRISON ST",1,07-080450
"3806 LOMA VISTA AV",3,12-031525
"3807 1/2 DALE PL",3,07-033571
"3807 39TH AV",8,07-024630
"3807 BROOKDALE AV",3,13-039164
"3807 CANON AV",1,09-904805
"3807 DALE PL",3,09-078928
"3807 HARRISON ST",1,08-007021
"3807 HIGH ST",38,10-029011
"3807 HIGH STREET",1,11-052345
"3807 INTERNATIONAL BLVD",1,13-045180
"3807 KANSAS ST",2,11-019587
"3807 LAGUNA AV",3,12-027486
"3807 LOMA VISTA AV",1,11-024766
"3807 MACARTHUR BLVD",2,09-022885
"3807 MANILA AV",3,13-004333
"3807 OPAL ST",2,12-901939
"3807 REDDING ST",4,13-020718
"3807 RHODA AV",1,13-053497
"3807 SAN JUAN ST",1,13-051426
"3808 BAYO ST",1,11-018396
"3808 CARRINGTON ST",2,11-060494
"3808 GLEN PARK RD",1,08-053243
"3808 HIGH ST",1,13-024429
"3808 INTERNATIONAL BLVD",1,07-053778
"3808 LINCOLN AV",1,09-078739
"3808 LYMAN RD",2,07-055905
"3808 MARION AV",3,09-072241
"3808 MONTEREY BLVD",1,11-910694
"3808 OPAL ST",4,09-030876
"3808 TELEGRAPH AV",1,08-007792
"3809 ARDLEY AV",1,09-027344
"3809 BROWN AV",5,12-909586
"3809 CLARKE ST",5,11-905148
"3809 DALE PL",3,09-040721
"3809 DELMONT AVE",1,11-033652
"3809 FOOTHILL BLVD",3,12-001342
"3809 FRUITVALE AV",1,08-043902
"3809 GLEN PARK RD",1,08-080395
"3809 KANSAS ST",4,13-045161
"3809 LINCOLN AV",3,10-030074
"3809 MAYBELLE AV",7,13-036848
"3809 OPAL ST",1,09-061276
"3809 PENNIMAN AV",11,12-127560
"381 12TH ST",2,09-018054
"381 12TH STREET",1,09-015860
"381 17TH ST",1,08-006262
"381 26TH ST",4,13-054971
"381 30TH ST",1,09-001433
"381 4TH ST",1,07-062897
"381 5TH ST",5,09-083087
"381 62ND ST",2,10-027148
"381 8TH ST",2,07-060236
"381 ADAMS ST",7,08-003560
"381 ALCATRAZ AV",1,11-900032
"381 BELMONT ST",10,11-062027
"381 E 18TH ST",1,11-028879
"381 ORANGE ST",2,13-024155
"381 WEBSTER ST",1,08-075601
"3810 BROADWAY",11,12-022170
"3810 E 12 ST",1,09-008042
"3810 E 12TH ST",1,09-032609
"3810 INTERNATIONAL BLVD",1,10-044227
"3810 MARTIN LUTHER KING JR WY",2,10-044460
"3810 MAYBELLE AV",8,10-902268
"3810 REDDING ST",11,13-033539
"3810 TELEGRAPH AV",1,10-002960
"3810 TWIN OAKS WY",1,10-904860
"3810 WEST ST",3,12-055063
"3811 39TH AV",8,09-084240
"3811 BROOKDALE",1,13-912942
"3811 BROOKDALE AV",1,10-903630
"3811 CANON AV",2,09-028300
"3811 CLARKE ST",2,07-013367
"3811 EVERETT AV",2,11-017979
"3811 LINCOLN AV",5,10-043896
"3811 MACARTHUR BLVD",1,08-003428
"3811 MONTEREY BLVD",3,08-024057
"3811 OPAL ST",3,13-909732
"3811 QUIGLEY ST",1,07-044707
"3811 SAN LEANDRO ST",3,12-910938
"3811 WEBSTER ST",3,11-908725
"3812 INTERNATIONAL BLVD",2,08-045517
"3812 LAGUNA AV",2,11-010858
"3812 LAUREL AV",10,07-011561
"3812 LAUREL AVE",3,10-033884
"3812 MARTIN LUTHER KING JR WY",1,10-032449
"3812 MERA ST",1,10-039592
"3812 SANTA RITA ST",1,07-021917
"3812 SUTER ST",2,13-025412
"3813 QUIGLEY ST",3,12-023119
"3814 35TH AV",2,13-043694
"3814 39TH AV",34,10-067955
"3814 BAYO ST",1,08-039845
"3814 CLARKE ST",2,07-004247
"3814 ELSTON AV",2,07-057274
"3814 ENO AVE",1,12-066070
"3814 HARRISON ST",1,10-069244
"3814 INTERNATIONAL BLVD",1,10-025708
"3814 LOMA VISTA AV",2,07-096778
"3814 LYON AV",1,10-006798
"3814 PARK BLVD",1,08-056328
"3814 PATTERSON AV",2,09-078977
"3814 WEST ST",1,09-022787
"3815 38TH AV",2,09-039933
"3815 ALLENDALE AV",2,11-028370
"3815 ALTAMONT AVE",1,11-037584
"3815 ALTAMONT ST",1,11-031734
"3815 BAYO ST",5,09-903562
"3815 BROADWAY",1,09-066640
"3815 BROWN AV",2,10-900507
"3815 COOLIDGE AV",1,10-905880
"3815 HARRISON ST",11,07-065863
"3815 MARION AV",4,10-001968
"3815 MAYBELLE AV",6,07-050841
"3815 MIDVALE AV",11,11-013500
"3815 NEVIL ST",1,11-034869
"3815 RANDOLPH AV",1,13-012756
"3815 SILVERWOOD AV",2,13-909782
"3815 WEBSTER ST",7,13-900151
"3815 WISCONSIN ST",1,09-901191
"3816 CANON AV",1,10-906892
"3816 DELMONT AV",3,11-013633
"3816 E 12TH ST",4,13-039091
"3816 GREENWOOD AV",4,12-030810
"3816 HIGH ST",1,10-062487
"3816 MANILA AV",2,13-060102
"3816 MONTEREY BLVD",1,09-901378
"3816 WHITTLE AV",1,09-047665
"3817 ALTAMONT AV",2,09-048951
"3817 COOLIDGE AV",2,10-042467
"3817 EVERETT AV",5,13-059946
"3817 FOREST HILL AV",2,08-084304
"3817 KELLER AV",1,10-030836
"3817 KELLER AVE",1,11-055577
"3817 MARKET ST",4,11-044021
"3817 OPAL ST",2,10-059559
"3817 SHAFTER AV",1,07-060582
"3818 35TH AV",2,10-013245
"3818 AGUA VISTA ST",9,13-010976
"3818 E 12TH ST",3,08-035045
"3818 MARKET ST",2,09-072386
"3818 MERA ST",2,12-051353
"3818 MIDVALE AV",1,11-062020
"3818 PIEDMONT AV",2,10-034340
"3818 SANTA RITA ST",2,13-049183
"3818 WETS ST",1,13-011116
"3819 BRIGHTON AV",1,10-900247
"3819 CERRITO AV",1,11-908375
"3819 COOLIDGE AV",1,09-084448
"3819 DALE PL",1,12-004240
"3819 DELMONT AV",1,11-023985
"3819 KANSAS ST",2,10-903153
"3819 MERA ST",1,07-021303
"3819 ST",1,12-055599
"3819 WEST ST",14,10-011197
"382 17TH ST",3,08-024876
"382 41ST ST",2,10-901144
"382 ADAMS ST",24,08-057087
"382 DARIEN AV",1,10-030731
"382 GRAND AV",1,10-068734
"382 JAYNE AV",1,10-000090
"382 ORANGE ST",2,10-039486
"382 PERKINS ST",1,11-013169
"3820 38TH AV",3,10-903496
"3820 BRIGHTON AV",1,10-034131
"3820 DALE PL",4,07-089533
"3820 DELMONT AV",4,07-058823
"3820 ENOS AV",2,12-903507
"3820 LYON",1,13-040591
"3820 LYON AVE",1,10-070438
"3820 MACARTHUR BLVD",3,09-079264
"3820 MANILA AVE",1,13-047385
"3820 MANILLA AVE",1,13-046676
"3820 MARTIN LUTHER KING JR WY",3,11-903646
"3820 MAYBELLE AV",1,13-006648
"3820 PENNIMAN AV",4,13-032843
"3820 RANIER AV",1,12-900330
"3820 SAN JUAN ST",2,13-006197
"3820 SAN LEANDRO ST",4,08-023089
"3820 SHAFTER AV",1,07-023973
"3820 STATE ST",1,12-908118
"3821 35TH AV",4,10-069994
"3821 BAYO ST",2,09-901748
"3821 GREENWOOD AV",1,10-905591
"3821 LA CRESTA AV",1,11-901449
"3821 LOMA VISTA AV",3,12-905349
"3821 MAGEE AV",1,09-079611
"3821 MALCOLM AV",5,11-046486
"3821 MANILA AV",1,11-011827
"3821 MARKET ST",2,08-077925
"3821 MERA ST",3,11-902906
"3821 MIDVALE AV",4,09-041792
"3821 NEVIL ST",2,11-020857
"3821 OPAL ST",2,09-041172
"3821 PLEASANT",1,09-901752
"3822 35TH AV",3,10-049749
"3822 BROOKDALE AVE",1,09-025556
"3822 CLARKE ST",3,13-911627
"3822 GLEN PARK RD",1,07-060379
"3822 HARRISON ST",1,10-037254
"3822 LYMAN RD",1,10-050189
"3822 MONTEREY BLVD",1,11-905303
"3822 NAIROBI PL",2,10-018603
"3822 RANDOLPH AV",1,09-010389
"3822 RUBY ST",6,07-055158
"3823 BRIGHTON AV",1,09-901911
"3823 BUELL ST",1,08-036365
"3823 ENOS AV",3,09-029576
"3823 HARRISON ST",10,13-043931
"3823 INTERNATIONAL BLVD",3,11-037350
"3823 MACARTHUR BLVD",2,12-907116
"3823 RUBY ST",4,09-031378
"3823 SAN JUAN ST",2,11-026716
"3823 WEST ST",2,09-068099
"3824 ALLENDALE AV",1,11-039762
"3824 ALTAMONT AV",4,12-902167
"3824 COLUMBIAN DR",3,11-029185
"3824 LAKESHORE AVE",1,10-900621
"3824 MACARTHUR BLVD",2,09-901381
"3824 OPAL ST",1,11-022594
"3824 QUIGLEY ST",2,07-016207
"3824 SANTA RITA ST",2,09-004529
"3824 SUTER ST",4,11-910583
"3824 WEST ST",4,10-907208
"3824 WHITTLE AV",2,10-905751
"3824 WOODRUFF AV",2,12-037868
"3825 38TH AV",1,11-029137
"3825 BRIGHTON AVE",1,11-058483
"3825 BROOKDALE AV",1,12-126808
"3825 CALIFORNIA ST",8,13-903849
"3825 HARBOR VIEW AV",2,10-002156
"3825 KANSAS ST",2,10-043726
"3825 LA CRESTA AV",1,10-004515
"3825 MACARTHUR BLVD",1,10-049652
"3825 MAGEE AV",1,13-019964
"3825 MANILA AV",1,07-045123
"3825 MARKET ST",6,08-015484
"3825 RUBY ST",1,08-014264
"3825 VICTOR AV",1,10-017902
"3826 38TH AV",4,13-017943
"3826 39TH AV",1,10-056021
"3826 AGUA VISTA ST",3,11-010649
"3826 BUELL ST",3,11-023339
"3826 LAGUNA AV",3,12-907982
"3826 LYMAN RD",2,11-021033
"3826 LYON AV",2,07-043747
"3826 MAGEE AV",1,10-015218
"3826 MARKET ST",1,11-039018
"3826 MIDVALE AV",1,13-015108
"3826 MONTEREY BLVD",3,07-071911
"3826 PIEDMONT AV",1,11-048916
"3826 REDDING ST",1,11-907344
"3826 SAN JUAN",1,13-006788
"3826 SAN JUAN ST",2,11-032262
"3826 WEST ST",2,08-001741
"3826 WISCONSIN ST",1,13-000503
"3827 BAYO ST",1,09-070770
"3827 CANON AV",2,08-018164
"3827 CARRINGTON ST",2,13-009537
"3827 KANSAS ST",4,10-063584
"3827 LINCOLN AV",1,08-086527
"3827 MACARTHUR BLVD",1,08-047838
"3827 MAYBELLE AV",7,11-007136
"3827 MIDVALE AV",1,10-907736
"3827 PENNIMAN AV",5,08-003209
"3827 SAN JUAN ST",2,13-056891
"3827 WEST ST",5,11-040775
"3828 BAYO ST",2,09-064835
"3828 BROOKDALE AVE",1,12-033998
"3828 DELMONT AV",1,11-021767
"3828 ELSTON AV",1,12-900127
"3828 FOOTHILL BLVD",4,12-058011
"3828 HIGH ST",3,09-903449
"3828 LUNDHOLM AV",1,09-066547
"3828 NEVIL ST",2,11-032771
"3828 REDDING ST",2,13-053736
"3828 RUBY ST",1,13-905742
"3829 BROOKDALE AV",1,12-126809
"3829 FOOTHILL BLVD",5,12-044137
"3829 FOREST HILL AVE",1,09-022821
"3829 INTERNATIONAL BLVD",9,08-077024
"3829 LUNDHOLM",1,11-009636
"3829 MACARTHUR BLVD",5,08-032356
"3829 MARKET ST",6,12-028936
"3829 OPAL ST",2,07-038438
"3829 TWIN OAKS WY",1,11-062157
"3829 WEBSTER ST",2,09-000961
"3829 WHITTLE AV",2,10-002490
"383 15TH ST",9,12-023756
"383 17TH ST",2,11-054432
"383 40TH ST",5,12-908287
"383 45TH ST",2,13-904053
"383 4TH ST",5,07-041001
"383 61ST ST",2,12-013700
"383 62ND ST",1,10-028559
"383 8TH ST",1,07-074681
"383 9TH ST",2,08-022662
"383 ADAMS ST",5,12-059891
"383 BAY",1,09-076528
"383 BELLEVUE AV",7,11-008778
"383 CAVOUR STREET",1,11-054043
"383 GRAND AV",2,11-044199
"383 MACARTHUR BLVD",115,07-051529
"383 MACARTHUR BLVD.",3,08-083290
"383 PERKINS ST",1,08-003489
"383 STATEN AV",1,10-900779
"383 W MACARTHUR BLVD",1,11-051317
"3830 ALLENDALE AV",1,11-037358
"3830 CANON AV",4,09-024464
"3830 CANON AVE",1,12-000348
"3830 CLARKE ST",4,11-022515
"3830 E 12TH ST",2,10-028374
"3830 ENOS AV",1,13-900345
"3830 HARBOR VIEW AV",2,13-050415
"3830 HARRISON ST",2,11-904935
"3830 MACARTHUR BLVD",2,09-036689
"3830 MARTIN LUTHER KING JR WY",1,07-027618
"3830 MAYBELLE AVE",1,10-019038
"3830 RHODA AV",1,10-906725
"3830 TELEGRAPH AV",1,09-046847
"3830 WEST ST",2,10-067982
"3831 39TH AV",3,07-089142
"3831 MARKET ST",6,12-040489
"3831 NEVIL ST",2,09-082018
"3831 OPAL ST",6,10-041846
"3831 SAN JUAN ST",2,09-030193
"3831 SUTER ST",2,10-904306
"3831 WEST ST",4,11-013194
"3832 39TH AV",4,10-042583
"3832 CANON AV",2,11-041265
"3832 DALE PL",1,10-021280
"3832 INTERNATIONAL BLVD",4,07-085836
"3832 MACARTHUR BLVD",1,09-903003
"3832 MARKET ST",6,13-008847
"3832 PIEDMONT AV",1,12-912756
"3832 QUIGLEY ST",1,10-056379
"3833 ELSTON AV",2,09-075437
"3833 KELLER AV",1,10-005078
"3833 MANILA AV",2,09-902919
"3833 MARTIN LUTHER KING JR WY",1,12-061123
"3833 MERA ST",2,13-905335
"3833 NEVIL ST",7,07-050079
"3833 REDDING ST",1,07-041473
"3833 TELEGRAPH AV",15,10-007259
"3834 BALFOUR AV",1,11-043965
"3834 CLARKE ST",3,10-024853
"3834 FRUITVALE AV",2,11-903681
"3834 OPAL ST",4,12-057475
"3834 WEST ST",10,11-013854
"3834 WISCONSIN ST",3,10-903377
"3835 BAYO ST",2,09-903501
"3835 BUELL ST",3,10-902796
"3835 DELMONT AV",2,09-072649
"3835 FOREST HILL AV",2,08-066569
"3835 QUIGLEY ST",1,09-061532
"3836 BAYO ST",1,13-038770
"3836 ENOS AV",1,12-065941
"3836 FOREST HILL AV",1,10-902035
"3836 GLEN PARK RD",1,09-068342
"3836 HANLY RD",1,11-909256
"3836 HIGH ST",2,10-036189
"3836 HUNTINGTON ST",2,08-094945
"3836 INTERNATIONAL BLVD",2,09-064895
"3836 LYMAN RD",2,09-040462
"3836 MACARTHUR BLVD",2,08-006859
"3836 NEVIL ST",2,10-018780
"3837 COOLIDGE AV",3,12-906504
"3837 DALE PL",2,12-002562
"3837 FRUITVALE AV",2,13-012675
"3837 HARBOR VIEW AV",5,11-027801
"3837 LA CRESTA AV",5,11-906032
"3837 MARTIN LUTHER KING JR WY",4,12-033253
"3837 PATTERSON AV",1,10-066931
"3837 REDDING ST",3,13-044647
"3837 RHODA AV",1,09-059864
"3837 TELEGRAPH AVE.",1,13-025374
"3838 DALE PL",1,07-025740
"3838 GLEN PARK RD",2,08-083844
"3838 GRAND AV",6,09-021296
"3838 HOLLIS ST",2,13-908914
"3838 LA CRESTA AV",2,09-904082
"3838 MARTIN LUTHER KING JR WY",7,07-093912
"3838 REDDING ST",3,09-026603
"3838 SANTA RITA ST",4,10-023647
"3838 TELEGRAPH AV",5,13-905794
"3838 TWIN OAKS WY",1,09-036477
"3838 WEST ST",2,13-036895
"3839 CLARKE ST",7,07-041947
"3839 DELMONT AV",1,10-025391
"3839 EMERY ST",3,11-904396
"3839 ENOS AV",1,13-041690
"3839 MIDVALE AV",5,09-053560
"3839 REDDING ST",2,13-055417
"384 14TH ST",1,08-022719
"384 17TH ST",4,12-004689
"384 38TH ST",1,11-012301
"384 61ST ST",1,11-902992
"384 8TH ST",2,10-022349
"384 BELLEVUE AV",2,11-901615
"384 CASWELL AV",4,10-900522
"384 FAIRMOUNT AV",3,10-002218
"384 PALM AV",8,11-025258
"384 THORNTON ST",1,08-073279
"3840 39TH AV",4,10-003929
"3840 BEAUMONT AV",1,11-901586
"3840 CLARKE ST",2,13-908704
"3840 COOLIDGE AV",1,13-064297
"3840 HANLY DR",1,10-017039
"3840 HUNTINGTON ST",4,07-025686
"3840 MACARTHUR BLVD",5,12-029422
"3840 MALCOLM AV",1,13-028706
"3840 RANDOLPH AV",1,10-900680
"3840 SAN PABLO AV",1,07-056266
"3840 SANBORN DR",1,13-007201
"3841 35TH AV",4,10-046382
"3841 38TH AV",1,10-052925
"3841 GLEN PARK RD",4,10-904036
"3841 MARKET ST",3,07-040761
"3841 WEST ST",18,08-016527
"3842 BAYO ST",4,11-020394
"3842 ENOS AV",1,11-015497
"3842 FOOTHILL BLVD",1,07-003302
"3842 LA CRESTA AV",1,09-072069
"3842 MIDVALE AV",2,12-041384
"3842 SANTA RITA ST",1,08-053302
"3843 FRUITVALE AV",1,13-051297
"3843 HOWE ST",4,12-004072
"3843 MACARTHUR BLVD",3,09-062617
"3843 MARKET ST",1,10-011913
"3844 CLARKE ST",1,09-904005
"3844 HIGH ST",3,09-047996
"3844 INTERNATIONAL BLVD",3,11-011304
"3844 STEVE LILLY CT",1,12-910510
"3844 WHITTLE AV",2,12-906350
"3845 BALFOUR AV",1,13-907665
"3845 DELMONT AV",1,07-021833
"3845 FOREST HILL AV",1,09-904143
"3845 GLEN PARK RD",4,11-905015
"3845 GREENWOOD AV",3,07-007028
"3845 HARRISON ST",13,11-906429
"3845 MARTIN LUTHER KING JR WY",1,11-023705
"3845 REDDING ST",2,11-022636
"3845 TWIN OAKS CT",1,11-036160
"3845 TWIN OAKS WY",2,08-083641
"3845 VICTOR AV",1,10-027132
"3846 BUELL ST",4,12-046662
"3846 CLARKE ST",8,12-052969
"3846 FRUITVALE AV",1,13-028670
"3846 FRUITVALE AVENUE",1,13-041903
"3847 RANDOLPH AV",11,13-051169
"3847 RANDOLPH AVE",1,13-053572
"3847 RHODA AVE.",1,09-053626
"3848 CLARKE ST",2,12-003984
"3848 ENOS AV",2,11-909444
"3848 GLEN PARK RD",1,11-053320
"3848 INTERNATIONAL BLVD",3,10-035537
"3849 BRIGHTON AV",1,11-054529
"3849 COOLIDGE AV",2,10-004381
"3849 MARTIN LUTHER KING JR WY",7,10-020050
"3849 MAYBELLE AV",4,07-053131
"3849 MIDVALE AV",1,11-904059
"3849 PARK BLVD",1,10-900190
"385 17TH ST",4,10-002313
"385 26TH ST",2,10-040922
"385 50TH ST",1,07-088049
"385 6TH ST",1,10-058283
"385 8TH ST",4,07-014544
"385 9TH ST",6,07-012385
"385 ADAMS ST",9,13-021535
"385 ALCATRAZ AV",1,10-907704
"385 GRAND AV",1,09-003991
"385 JAYNE AV",11,09-039632
"385 ORANGE ST",2,07-042980
"385 PALM AV",5,12-034046
"385 THORTON ST",1,10-904062
"3850 39TH AV",3,10-049499
"3850 39TH AVE",1,10-033226
"3850 ALAMEDA AVE",1,08-080467
"3850 BAYO ST",1,11-022390
"3850 COOLIDGE AV",18,13-041163
"3850 HIGH ST",2,10-054808
"3850 LA CRESTA AV",2,09-034425
"3850 MARKET ST",3,10-005392
"3850 MARTIN LUTHER KING JR WY",3,07-009658
"3850 PIEDMONT AV",1,09-010973
"3850 REDDING ST",2,12-026482
"3850 RUBY ST",1,11-056294
"3850 WEST ST",1,08-077171
"3851 CLARKE ST",4,08-014336
"3851 FOREST HILL AV",1,11-044806
"3851 INTERNATIONAL BLVD",10,11-046021
"3851 LAKESHORE AV",1,10-027466
"3851 MAGEE AV",1,10-900844
"3851 MARKET ST",4,09-076837
"3851 MIDVALE AV",2,11-015944
"3852 AGUA VISTA ST",3,12-004974
"3852 BEAUMONT AV",1,10-036100
"3852 CANON AV",1,11-909562
"3852 ENOS AV",2,11-039808
"3852 GREENWOOD AV",1,09-027892
"3852 HUNTINGTON ST",1,09-034854
"3852 MARTIN LUTHER KING JR WY",7,10-060290
"3852 RANDOLPH AV",2,10-048710
"3853 CANON AV",3,10-065561
"3853 COOLIDGE AV",3,09-084492
"3853 E COLORADO BLVD",1,12-903774
"3853 FRUITVALE AV",2,09-902200
"3853 GREENWOOD AV",2,11-909253
"3853 MARKET ST",3,13-020545
"3853 PIEDMONT",1,08-047809
"3853 PIEDMONT AV",9,12-009841
"3854 HIGH ST",2,10-900141
"3854 RHODA AV",1,07-090879
"3855 BROWN AV",3,10-900410
"3855 BUELL ST",7,07-005109
"3855 CLARKE ST",1,09-021922
"3855 DELMONT AV",1,11-910086
"3855 FOREST HILL AV",2,12-036652
"3855 GLEN PARK RD",2,07-062877
"3855 LINWOOD AV",1,10-031637
"3855 MARKET ST",3,10-024228
"3855 MARTIN LUTHER KING JR WAY",1,13-003582
"3855 MARTIN LUTHER KING JR WY",1,13-003070
"3855 MAYBELLE AV",5,10-042070
"3855 PARK BLVD",2,12-904889
"3856 35TH AV",9,11-031916
"3856 BROWN AV",2,11-904644
"3856 DALE PL",5,07-086035
"3856 DELMONT AV",5,09-022548
"3856 HIGH ST",2,08-038918
"3856 LYMAN RD",10,12-000827
"3856 LYMAN RD.",1,07-070062
"3856 LYON AV",2,11-024037
"3856 WEST ST",5,09-050113
"3857 DALE PL",3,08-900134
"3857 FAIRWAY AV",1,10-008501
"3857 LAKESHORE AV",1,09-069520
"3857 MADRONE AV",1,10-031652
"3858 BALFOUR AV",2,12-033783
"3858 BEAUMONT AV",2,11-025958
"3858 BRIGHTON AV",1,09-900357
"3858 BUELL ST",11,11-008612
"3858 FAIRWAY AV",1,13-063611
"3858 HUNTINGTON ST",2,09-900534
"3858 PIEDMONT AV",6,07-089191
"3859 DELMONT AV",2,11-050478
"3859 ENOS AV",1,10-022414
"3859 HIGH ST",4,12-001368
"3859 MLK BLVD",1,07-085243
"3859 PIEDMONT AV",2,13-002269
"3859 WEST ST",8,08-066695
"386 14TH ST",2,12-910269
"386 19TH ST",2,13-043202
"386 41ST ST",5,07-060831
"386 50TH ST",1,11-036622
"386 61ST ST",1,07-033825
"386 63RD ST",2,12-910368
"386 BURLWOOD AV",9,09-002352
"386 JAYNE AV",2,11-057488
"3860 COOLIDGE AV",1,11-034205
"3860 HANLEY ROAD",1,12-010226
"3860 HANLY RD",41,12-007039
"3860 HANLY ST",1,13-000754
"3860 LOMA VISTA AV",4,11-900485
"3860 LUSK ST",3,08-034086
"3860 MARTIN LUTHER KING JR WY",14,12-911742
"3860 MAYBELLE AV",2,11-003172
"3860 VALE AV",1,10-030180
"3860 WEST ST",4,13-038509
"3861 35TH AV",2,12-025050
"3861 COOLIDGE AV",3,08-047506
"3861 GLEN PARK RD",2,07-017234
"3861 LOMA VISTA AV",1,10-053947
"3861 PARK BLVD",1,12-059376
"3861 PIEDMONT AV",4,10-905841
"3862 HOWE ST",2,11-003244
"3862 LYMAN RD",2,11-011305
"3862 PIEDMONT AV",1,09-063297
"3862 WHITTLE AV",1,07-048760
"38627 CHERRY LN",1,13-048908
"3863 ENOS AV",3,11-901419
"3863 GREENWOOD AV",2,09-072312
"3863 HUNTINGTON ST",3,08-039945
"3863 MARTIN LUTHER KING JR WY",1,09-024974
"3863 PATTERSON AV",2,09-043800
"3863 RHODA AV",1,11-035976
"3863 WEST ST",2,08-082176
"3864 AGUA VISTA ST",1,13-060860
"3864 BROWN AVE",1,10-049789
"3864 LOMA VISTA AV",2,10-907511
"3864 PATTERSON AV",5,10-902084
"3864 PIEDMONT AVE",1,13-061207
"3864 SHAFTER AV",2,10-041617
"3865 COOLIDGE AV",1,10-907457
"3865 LAKESHORE AV",4,11-906301
"3865 MAGEE AV",3,12-903743
"3865 MAYBELLE AV",6,09-075711
"3866 MAYBELLE AV",2,13-001821
"3866 RHODA AV",1,13-013801
"3866 WHITTLE AV",1,11-039387
"3867 BUELL ST",11,08-061636
"3867 ENOS AV",1,10-009510
"3867 MAYBELLE AV",6,11-052199
"3867 PATTERSON AV",2,11-056750
"3867 WEST ST",1,09-039149
"3867 WHITTLE AV",1,11-019282
"3868 DELMONT AV",3,09-033597
"3868 FRUITVALE AV",2,13-053162
"3868 HOWE ST",2,13-057472
"3868 MAYBELLE AV",4,10-065400
"3869 GREENWOOD AV",3,11-908369
"3869 HOWE ST",1,13-904075
"3869 LYMAN RD",1,09-900693
"3869 MARKET ST",1,11-029839
"3869 MARTIN LUTHER KING JR WY",2,13-015877
"387 105TH AV",1,13-905859
"387 17TH ST",2,07-087063
"387 60TH ST",1,10-037603
"387 63RD ST",1,11-045667
"387 9TH ST",1,09-024079
"387 ADAMS ST",2,07-063613
"387 BELLEVUE AV",1,11-900338
"387 EUCLID AV",1,11-011522
"387 GRAND AV",3,09-035447
"387 ORANGE ST",2,12-037585
"3870 COMMACK NYUS",1,11-901330
"3870 MAGEE AV",1,09-083070
"3871 HUNTINGTON ST",2,07-048753
"3871 LOMA VISTA ST",1,12-029860
"3872 35TH AV",7,09-069893
"3872 DELMONT AV",3,09-900686
"3872 HOWE ST",4,07-052546
"3872 INTERNATIONAL BLVD",16,09-001004
"3872 WHITTLE AVE",1,10-005460
"3873 BALFOUR AV",2,10-902246
"3873 BROWN AV",1,11-062454
"3873 COOLIDGE AV",1,10-051690
"3873 DELMONT AV",5,09-036451
"3873 HOWE ST",2,10-904534
"3873 PALISADES CT",1,13-904819
"3873 PIEDMONT AV",1,10-058673
"3873 SHAFTER AV",5,11-910494
"3873 WEST ST",2,11-037311
"3874 HANLY RD",2,10-003705
"3874 HOWE ST",3,13-001978
"3874 SHAFTER AV",1,10-003810
"3875 BRIGHTON AV",2,10-906627
"3875 FRUITVALE AV",2,11-042660
"3875 MAYBELLE AV",4,11-000355
"3875 RUBY STREET",1,13-036919
"3875 TELEGRAPH AVE",1,11-056896
"3875 TELEGRAPH AVENUE",1,11-041747
"3875 VALE AV",2,08-023913
"3875 WHITTLE AV",1,07-048740
"3877 HOWE ST",18,12-048468
"3877 LUSK ST",33,09-085510
"3877 WEST ST",3,12-060527
"3878 HANLY RD",4,07-039134
"3878 LOMA VISTA AV",1,08-086044
"3878 LUSK ST",1,10-904484
"3878 MAYBELLE AV",8,09-019022
"3878 PATTERSON AV",2,13-909744
"3878 WEST ST",4,09-003380
"3879 BALFOUR AV",1,10-016689
"3879 BUELL ST",1,07-068042
"3879 COOLIDGE AV",2,12-909450
"3879 PATTERSON AV",1,09-048760
"388 17TH ST",2,08-016103
"388 19TH ST",10,10-024539
"388 41ST ST",3,07-053235
"388 44TH ST",1,07-091991
"388 49TH ST",4,12-901222
"388 51ST ST",1,11-904523
